College Name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Total_Cost,Acceptance_Rate,Faculty_Quality_Index,Student_Success_Index,Region,College_Size,Funding_Type,Academic_Standing
St. Norbert College,Yes,1334.0,1243,568,30.0,56,1946,95,12140.0,4450.0,425,1100,74.0,78.0,15.1,36,8595.0,88,18115,0.931784108,66.8,62.1112833,South,Small,Public,High
St. Paul's College,Yes,1549.0,581,243,8.0,17,617,34,5000.0,3650.0,600,600,45.0,45.0,14.0,8,8426.0,45,9850,0.779156328,37.6,25.88521475,West,Small,Public,Low
St. Thomas Aquinas College,Yes,861.0,609,215,10.0,27,1117,815,8650.0,5700.0,500,1750,69.0,73.0,13.6,13,6534.0,67,16600,0.707317073,58.8,50.73433647,Midwest,Small,Public,Medium
Stephens College,Yes,450.0,405,194,17.0,34,614,388,13900.0,5200.0,450,2150,46.0,63.0,10.9,17,9995.0,59,21700,0.9,47.0,35.17647611,Midwest,Small,Private,Low
Stetson University,Yes,1557.0,1227,489,37.0,69,1964,81,12315.0,4565.0,5000,1365,85.0,90.0,12.5,24,10307.0,73,23245,0.78805395,77.4,56.89474791,West,Small,Religious,Medium
Stevens Institute of Technology,Yes,1768.0,1249,380,51.0,93,1263,11,16900.0,5680.0,450,750,89.0,89.0,19.0,33,12837.0,79,23780,0.706447964,81.4,69.58719212,South,Small,Public,High
Stockton College of New Jersey,No,4019.0,1579,710,23.0,65,4365,765,3040.0,4351.0,711,1125,78.0,92.0,19.5,7,5599.0,64,9227,0.392883802,72.6,46.63225573,South,Medium,Religious,Medium
Stonehill College,Yes,3646.0,2300,585,23.0,69,2022,926,9998.0,6172.0,480,800,79.0,79.0,13.0,30,7495.0,97,7452,0.630828305,67.8,70.81554068,Midwest,Medium,Private,Elite
SUNY at Albany,No,13528.0,9198,1843,16.0,61,10168,1231,6550.0,4355.0,700,1560,93.0,96.0,17.4,16,150000.0,74,13165,0.679923122,78.8,49.33570116,South,Large,Private,Medium
SUNY at Binghamton,No,14463.0,6166,1757,60.0,94,8544,671,6550.0,4598.0,700,1000,83.0,100.0,18.0,15,8055.0,80,12848,0.426329254,85.2,46.94893339,West,Large,Private,High
SUNY at Buffalo,No,15039.0,9649,3087,36.0,100,13963,3124,6550.0,4731.0,708,957,90.0,97.0,13.6,15,11177.0,56,12946,0.641598511,82.0,36.18640318,Midwest,Large,Private,Low
SUNY at Stony Brook,No,12512.0,6969,1724,27.0,66,9744,1351,6550.0,4712.0,600,1200,91.0,96.0,10.5,7,13705.0,57,13062,0.556985294,80.2,34.43552379,Northeast,Large,Private,Low
SUNY College  at Brockport,No,7294.0,3564,904,7.0,34,5758,1363,6550.0,4460.0,500,705,79.0,83.0,19.0,14,6632.0,49,12215,0.488620784,66.2,27.06497712,Northeast,Medium,Private,Low
SUNY College  at Oswego,No,8000.0,4556,1464,17.0,70,6943,869,6550.0,4200.0,500,1500,69.0,85.0,22.0,21,5280.0,63,8550,0.5695,65.0,52.71179971,Northeast,Medium,Private,Medium
SUNY College at Buffalo,No,5318.0,3515,1025,8.0,29,7626,2091,6550.0,4040.0,550,1230,71.0,78.0,18.7,12,7511.0,42,12370,0.660962768,61.2,30.76431259,Midwest,Medium,Public,Low
SUNY College at Cortland,No,7888.0,3519,1036,6.0,40,5011,346,6550.0,4680.0,630,1274,82.0,85.0,17.8,17,5563.0,53,13134,0.44612069,68.0,38.9984379,South,Medium,Public,Low
SUNY College at Fredonia,No,4877.0,2798,814,13.0,48,4123,298,6550.0,4200.0,620,1481,82.0,90.0,16.3,10,6442.0,66,8651,0.573713348,71.4,44.65488817,West,Medium,Private,Medium
SUNY College at Geneseo,No,8598.0,4562,1143,56.0,93,5060,146,6550.0,4170.0,600,650,79.0,84.0,19.1,25,5716.0,76,11970,0.530588509,76.4,52.33564459,Northeast,Medium,Public,High
SUNY College at New Paltz,No,8399.0,3609,656,19.0,53,4658,1478,6550.0,4240.0,550,1500,85.0,93.0,15.3,8,6608.0,53,12840,0.429694011,75.0,41.92275341,West,Medium,Public,Low
SUNY College at Plattsburgh,No,5549.0,3583,853,130.0,40,5004,475,6550.0,4176.0,600,1380,80.0,90.0,17.9,16,6174.0,65,12706,0.645701928,94.0,45.33831441,South,Medium,Public,Medium
SUNY College at Potsdam,No,3150.0,2289,650,16.0,51,3598,234,9998.0,4660.0,500,1000,71.0,75.0,15.1,17,6436.0,59,6160,0.726666667,61.6,43.95346969,Northeast,Medium,Public,Low
SUNY College at Purchase,No,1549.0,1264,390,5.0,33,2478,1441,6550.0,4760.0,1125,1362,80.0,100.0,14.9,8,8170.0,46,13797,0.779156328,73.0,31.21997851,Midwest,Medium,Private,Low
Susquehanna University,Yes,2096.0,1512,465,27.0,59,1442,166,16130.0,4710.0,400,800,83.0,86.0,13.9,37,10554.0,90,22040,0.721374046,73.0,61.28923555,Midwest,Small,Private,High
Sweet Briar College,Yes,462.0,402,146,36.0,68,527,41,9998.0,6000.0,500,600,91.0,99.0,6.5,48,18953.0,61,7100,0.87012987,83.2,35.66542917,West,Small,Public,Medium
Syracuse University,Yes,10477.0,7260,2442,28.0,67,10142,117,15150.0,6870.0,635,960,73.0,84.0,11.3,13,14231.0,67,23615,0.692946454,68.4,37.01125469,West,Large,Public,Medium
Tabor College,Yes,257.0,183,109,19.0,41,396,38,7850.0,4200.0,400,1500,75.0,70.0,10.0,15,7233.0,53,9750,0.712062257,61.8,35.79219049,West,Small,Public,Low
Talladega College,Yes,4414.0,1500,335,30.0,60,908,119,5666.0,2964.0,1000,1400,56.0,58.0,15.5,7,5970.0,46,11030,0.339827821,51.6,32.48248346,South,Small,Public,Low
Taylor University,Yes,1769.0,1092,437,41.0,80,1757,81,10965.0,4000.0,450,1250,60.0,61.0,14.2,32,8294.0,98,16665,0.617297908,56.6,62.16934982,Midwest,Small,Private,Elite
Tennessee Wesleyan College,Yes,232.0,182,99,7.0,29,402,237,7070.0,3640.0,400,3158,59.0,65.0,8.9,16,6286.0,36,14268,0.784482759,51.0,25.02762567,Midwest,Small,Private,Low
Texas A&M Univ. at College Station,No,14474.0,10519,6392,49.0,85,31643,2798,5130.0,3412.0,600,2144,89.0,91.0,23.1,29,8471.0,69,11286,0.726751416,81.8,48.56876281,West,Large,Private,Medium
Texas A&M University at Galveston,No,529.0,481,243,23.0,47,1206,134,9998.0,3122.0,600,650,103.0,88.0,17.4,16,6415.0,43,4372,0.90926276,81.0,19.31995997,Northeast,Small,Private,Low
Texas Christian University,Yes,4095.0,3079,1195,33.0,64,5064,660,9998.0,4200.0,650,2400,75.0,82.0,14.8,23,8415.0,64,14860,0.751892552,73.8,40.2243767,Midwest,Medium,Religious,Medium
Texas Lutheran College,Yes,497.0,423,215,27.0,57,895,429,9998.0,3410.0,490,1700,54.0,58.0,13.8,24,7002.0,50,5600,0.85110664,50.2,37.03631947,Northeast,Small,Private,Low
Texas Southern University,No,4345.0,3245,2604,15.0,85,5584,3101,7860.0,3360.0,600,1700,65.0,75.0,18.2,21,3605.0,10,13520,0.746835443,59.0,8.935293647,Midwest,Medium,Private,Low
Texas Wesleyan University,Yes,592.0,501,279,19.0,44,1204,392,6400.0,3484.0,600,1800,80.0,83.0,14.5,10,7936.0,43,12284,0.846283784,69.0,24.33162542,Midwest,Small,Private,Low
The Citadel,No,1500.0,1242,611,23.0,36,2024,292,7070.0,2439.0,400,779,75.0,94.0,17.1,17,7744.0,84,10688,0.828,72.2,59.59224025,Northeast,Medium,Public,High
Thiel College,Yes,1154.0,951,253,15.0,31,791,140,9998.0,4200.0,700,1350,75.0,82.0,11.6,16,8415.0,60,18180,0.824090121,60.6,47.11203613,Midwest,Small,Religious,Low
Tiffin University,Yes,845.0,734,254,23.0,21,662,351,7600.0,3800.0,600,1200,59.0,74.0,19.0,40,5096.0,39,13200,0.868639053,57.8,31.18536479,West,Small,Public,Low
Transylvania University,Yes,759.0,729,244,57.0,81,867,51,10900.0,4200.0,500,1000,81.0,91.0,12.1,41,10219.0,70,12400,0.960474308,80.2,48.52357106,South,Small,Public,Medium
Trenton State College,No,5042.0,2312,944,55.0,94,5167,902,5391.0,5411.0,700,1000,81.0,87.0,14.4,6,8504.0,81,12502,0.458548195,78.2,54.36011843,West,Medium,Religious,High
Tri-State University,Yes,1262.0,1102,276,14.0,40,978,98,9456.0,4350.0,468,1323,53.0,53.0,12.8,24,7603.0,140,15597,0.873217116,45.2,94.85327758,West,Small,Private,Low
Trinity College CT,Yes,1549.0,1798,478,23.0,84,1737,244,18810.0,5690.0,500,680,91.0,96.0,10.4,48,18034.0,91,25680,0.779156328,79.4,66.03909891,West,Small,Public,Elite
Trinity College DC,Yes,247.0,189,100,19.0,49,309,639,11412.0,6430.0,500,900,89.0,93.0,8.3,37,11806.0,96,19242,0.765182186,76.6,68.17551987,Midwest,Small,Public,Elite
Trinity College VT,Yes,222.0,185,91,16.0,41,484,541,11010.0,5208.0,550,500,58.0,78.0,10.4,26,9586.0,78,17268,0.833333333,57.6,57.74702003,West,Small,Public,High
Trinity University,Yes,2425.0,1818,601,62.0,93,2110,95,9998.0,4200.0,500,490,75.0,82.0,9.6,20,8415.0,93,18380,0.749690722,88.4,65.75936907,West,Medium,Private,Elite
Tulane University,Yes,1549.0,5125,1223,47.0,75,4941,1534,19040.0,5950.0,350,800,-5.0,98.0,9.1,21,16920.0,74,26140,0.779156328,46.6,55.89381975,West,Medium,Public,Medium
Tusculum College,Yes,626.0,372,145,23.0,34,983,40,7700.0,3400.0,450,800,70.0,70.0,21.9,28,4933.0,52,12350,0.594249201,60.6,36.87296266,Midwest,Small,Religious,Low
Tuskegee University,Yes,2267.0,1827,611,20.0,59,2825,144,6735.0,3395.0,600,1425,75.0,74.0,13.6,7,10872.0,65,12155,0.805910895,63.6,49.42344358,Northeast,Medium,Religious,Medium
Union College KY,Yes,484.0,384,177,9.0,45,634,78,7800.0,2950.0,500,600,60.0,88.0,13.6,9,6864.0,64,11850,0.79338843,61.0,49.15411385,South,Small,Private,Medium
Union College NY,Yes,3495.0,1712,528,49.0,84,1915,123,18732.0,6204.0,450,1024,94.0,96.0,11.5,49,15411.0,88,26410,0.489842632,85.8,57.57736685,West,Small,Private,High
Univ. of Wisconsin at OshKosh,No,4800.0,2900,1515,23.0,48,7764,1472,6874.0,2394.0,518,1890,73.0,78.0,19.2,14,5901.0,56,11676,0.604166667,65.0,30.15927977,West,Medium,Public,Low
University of Alabama at Birmingham,No,1797.0,1260,938,24.0,35,6960,4698,4440.0,5175.0,750,2200,75.0,96.0,6.7,16,16352.0,33,12565,0.701168614,73.2,30.81746428,South,Medium,Public,Low
University of Arkansas at Fayetteville,No,3235.0,3108,2133,25.0,65,9978,1530,5028.0,4200.0,500,2000,73.0,89.0,14.8,10,6820.0,39,7528,0.960741886,69.8,28.58329365,Northeast,Large,Private,Low
University of California at Berkeley,No,19873.0,8252,3215,95.0,100,19532,2061,11648.0,6246.0,636,1933,93.0,97.0,15.8,10,13919.0,78,20463,0.415236753,95.0,46.02757052,Midwest,Large,Public,High
University of California at Irvine,No,-500.0,10775,2478,85.0,100,12677,864,12024.0,5302.0,790,1818,96.0,96.0,16.1,11,15934.0,66,19934,-21.55,93.8,42.63090251,South,Large,Public,Medium
University of Central Florida,No,6986.0,2959,1918,23.0,60,12330,7152,6618.0,4234.0,700,1600,80.0,98.0,22.2,9,6742.0,46,13152,0.423561409,75.8,36.05937146,South,Large,Public,Low
University of Charleston,Yes,682.0,535,204,22.0,43,771,611,9998.0,3540.0,400,750,26.0,58.0,2.5,10,7683.0,57,4690,0.784457478,38.0,38.50161584,Midwest,Small,Public,Low
University of Chicago,Yes,6348.0,2999,922,68.0,94,3340,39,9998.0,6380.0,500,25000,99.0,99.0,5.3,36,36854.0,90,31880,0.472432262,92.8,60.4396929,Midwest,Medium,Public,High
University of Cincinnati,No,6855.0,5553,2408,26.0,57,11036,2011,8907.0,4697.0,556,1851,89.0,95.0,10.8,6,13889.0,54,16011,0.810065646,78.8,44.8044093,Northeast,Large,Private,Low
University of Connecticut at Storrs,No,9735.0,7187,2064,23.0,63,12478,1660,11656.0,5072.0,700,2300,89.0,95.0,16.0,16,10178.0,71,19728,0.738263996,78.2,44.46356427,Midwest,Large,Private,Medium
University of Dallas,Yes,681.0,588,246,44.0,74,1058,73,10760.0,6230.0,500,1200,85.0,93.0,13.4,26,8731.0,63,18690,0.863436123,80.0,40.10923321,South,Small,Private,Medium
University of Dayton,Yes,6361.0,5293,1507,26.0,51,5889,665,11380.0,4220.0,500,900,81.0,85.0,14.8,25,8894.0,93,17000,0.832101871,71.6,66.15693238,Northeast,Medium,Private,Elite
University of Delaware,Yes,14446.0,10516,3252,22.0,57,14130,4522,10220.0,4230.0,530,1300,82.0,87.0,18.3,15,10650.0,75,16280,0.727952374,72.0,54.45227466,West,Large,Public,Medium
University of Denver,Yes,2974.0,2001,580,29.0,60,2666,554,15192.0,4695.0,400,1350,75.0,91.0,15.9,21,11762.0,67,21637,0.672831204,72.2,49.38171517,Northeast,Medium,Private,Medium
University of Detroit Mercy,Yes,927.0,731,415,23.0,50,2149,2217,11130.0,3996.0,600,2166,72.0,79.0,13.5,14,10891.0,51,17892,0.788565264,65.0,40.25619022,South,Medium,Private,Low
University of Dubuque,Yes,576.0,558,137,23.0,39,662,131,10430.0,3620.0,400,1500,85.0,98.0,16.5,18,8767.0,45,15950,0.96875,77.8,32.4928931,Midwest,Small,Public,Low
University of Evansville,Yes,2096.0,1626,694,35.0,67,2551,407,11800.0,4340.0,700,960,60.0,81.0,15.8,26,7780.0,77,17800,0.775763359,63.4,56.34691969,West,Medium,Religious,High
University of Florida,No,12445.0,8836,3623,54.0,85,24470,3286,7090.0,4180.0,630,1530,88.0,97.0,13.4,20,14737.0,66,13430,0.710004018,84.8,44.9039537,West,Large,Public,Medium
University of Georgia,No,11220.0,7871,3320,43.0,79,19553,2748,5697.0,3600.0,525,1755,88.0,95.0,14.7,22,7881.0,63,11577,0.701515152,81.8,44.41349152,South,Large,Public,Medium
University of Hartford,Yes,5081.0,4040,1194,11.0,26,3768,1415,14220.0,6000.0,500,1440,61.0,76.0,13.6,9,10625.0,66,22160,0.795119071,57.0,46.7376709,South,Medium,Public,Medium
University of Hawaii at Manoa,No,3580.0,2603,1627,36.0,69,11028,2411,4460.0,3038.0,687,1281,85.0,87.0,11.8,6,12833.0,54,9466,0.727094972,76.0,38.87549068,South,Large,Public,Low
University of Illinois - Urbana,No,14939.0,11652,5705,52.0,88,25422,911,7560.0,4574.0,500,1982,87.0,90.0,17.4,13,8559.0,81,14616,0.779971886,81.2,60.56269904,South,Large,Public,High
University of Illinois at Chicago,No,8384.0,5727,2710,22.0,50,13518,2916,7230.0,5088.0,630,3228,82.0,84.0,10.0,6,13883.0,34,16176,0.683086832,70.8,26.57572841,Northeast,Large,Private,Low
University of Indianapolis,Yes,1487.0,1276,388,26.0,51,1417,1646,11120.0,4080.0,525,1405,55.0,56.0,11.1,23,6735.0,69,17130,0.858103564,49.6,48.52108501,Midwest,Small,Religious,Medium
University of Kansas,No,8579.0,5561,3681,25.0,50,17880,1673,9998.0,4200.0,700,2681,75.0,82.0,13.7,17,8415.0,57,13759,0.648210747,72.6,35.85437008,Northeast,Large,Public,Low
University of La Verne,Yes,1597.0,969,226,16.0,38,1431,1522,13540.0,5050.0,630,2298,66.0,68.0,14.1,23,10139.0,47,21518,0.60676268,56.8,33.23835629,Midwest,Small,Private,Low
University of Louisville,No,4777.0,3057,1823,16.0,33,9844,6198,6540.0,3600.0,530,2440,84.0,92.0,11.1,24,10207.0,31,13110,0.639941386,73.6,21.55991108,South,Large,Public,Low
University of Maine at Farmington,No,1208.0,803,438,20.0,48,1906,344,6810.0,3970.0,450,1647,67.0,75.0,15.9,26,5712.0,59,12877,0.664735099,60.8,42.2659079,Northeast,Small,Private,Low
University of Maine at Machias,No,441.0,369,172,17.0,45,633,317,6600.0,3680.0,600,400,46.0,46.0,15.1,4,5935.0,64,11280,0.836734694,40.2,55.83262654,Northeast,Small,Public,Medium
University of Maine at Presque Isle,No,1549.0,381,235,10.0,40,974,503,6600.0,3630.0,400,1675,67.0,67.0,15.2,11,6408.0,35,12305,0.779156328,55.6,21.88113611,West,Small,Public,Low
University of Maryland at Baltimore County,No,4269.0,2594,985,27.0,57,6476,2592,8594.0,4408.0,494,2768,82.0,88.0,18.4,6,7618.0,55,16264,0.607636449,73.4,40.6114451,Midwest,Medium,Private,Low
University of Maryland at College Park,No,14292.0,10315,3409,22.0,53,19340,3991,8723.0,5146.0,550,1550,89.0,92.0,18.1,12,9021.0,63,15969,0.721732438,76.8,49.44231034,Northeast,Large,Private,Medium
University of Massachusetts at Amherst,No,14438.0,12414,3816,12.0,39,16282,1940,8566.0,3897.0,500,1400,88.0,92.0,16.7,15,10276.0,68,14363,0.859814379,74.4,48.09000957,South,Large,Private,Medium
University of Massachusetts at Dartmouth,No,3347.0,2597,1006,10.0,37,4664,1630,6919.0,4500.0,500,1250,75.0,90.0,15.0,20,7462.0,56,13169,0.775918733,68.0,50.8892256,South,Medium,Private,Low
University of Miami,Yes,1549.0,5386,1643,42.0,69,7760,876,16500.0,6526.0,630,1985,82.0,94.0,5.9,17,17500.0,59,25641,0.779156328,78.8,39.40980354,West,Medium,Private,Low
University of Michigan at Ann Arbor,No,19152.0,12940,4893,66.0,92,22045,1339,15732.0,4659.0,476,1600,90.0,98.0,11.5,26,14847.0,87,22467,0.675647452,88.4,62.52044611,West,Large,Public,High
University of Minnesota at Duluth,No,4192.0,3126,1656,15.0,45,5887,1254,8828.0,3474.0,753,2610,79.0,91.0,19.0,11,6393.0,53,15665,0.745706107,71.0,33.10597128,West,Medium,Public,Low
University of Minnesota at Morris,No,1549.0,874,588,56.0,86,1846,154,9843.0,4200.0,600,1500,74.0,78.0,14.6,16,6716.0,51,11943,0.779156328,72.0,33.94237632,South,Small,Public,Low
University of Minnesota Twin Cities,No,11054.0,6397,3524,26.0,55,16502,21836,8949.0,3744.0,714,2910,88.0,90.0,12.2,37,16122.0,45,16317,0.578704541,76.4,32.74466955,Midwest,Large,Public,Low
University of Mississippi,No,3844.0,3383,1669,26.0,47,7524,804,4916.0,3810.0,600,550,81.0,86.0,20.3,14,6971.0,53,9876,0.880072841,72.0,41.33152031,West,Medium,Public,Low
University of Missouri at Columbia,No,6574.0,4637,2940,32.0,62,14782,1583,9057.0,3485.0,600,1983,87.0,87.0,12.7,15,10145.0,58,15125,0.705354427,76.0,42.19547417,Midwest,Large,Private,Low
University of Missouri at Rolla,No,-120.0,1826,823,49.0,77,3926,561,9057.0,3600.0,700,1435,88.0,88.0,14.4,23,9699.0,49,14792,-15.21666667,80.2,40.59557425,Midwest,Medium,Public,Low
University of Missouri at Saint Louis,No,1618.0,1141,479,18.0,54,4793,4552,7246.0,3964.0,500,4288,71.0,73.0,13.6,15,6433.0,48,15998,0.705191595,61.2,33.12517345,West,Medium,Private,Low
University of Mobile,Yes,452.0,331,269,17.0,54,1417,301,6150.0,3680.0,550,1200,59.0,63.0,16.6,4,5412.0,52,11580,0.732300885,52.2,34.73915735,West,Small,Private,Low
University of Montevallo,No,1351.0,892,570,18.0,78,2385,331,4440.0,3030.0,300,600,72.0,72.0,18.9,8,5883.0,51,8370,0.660251665,61.2,49.21992554,Midwest,Medium,Private,Low
University of Nebraska at Lincoln,No,6277.0,6003,3526,33.0,63,16454,3171,5595.0,3145.0,500,2070,86.0,92.0,15.1,48,6813.0,53,11310,0.956348574,77.8,39.07118825,South,Large,Private,Low
University of New England,Yes,1209.0,750,265,19.0,54,820,159,9998.0,5045.0,900,2500,72.0,75.0,11.4,13,9718.0,64,8445,0.620347395,62.6,41.20259227,West,Small,Public,Medium
University of New Hampshire,No,9750.0,7640,2529,24.0,62,10358,1338,11180.0,3862.0,650,2450,89.0,87.0,17.5,16,7855.0,75,18142,0.783589744,75.2,49.02868119,West,Large,Public,Medium
University of North Carolina at Asheville,No,1757.0,979,394,32.0,74,2033,1078,5972.0,3420.0,600,750,77.0,83.0,13.0,11,7011.0,37,10742,0.557199772,70.4,21.18660043,Northeast,Medium,Private,Low
University of North Carolina at Chapel Hill,No,14596.0,5985,3331,75.0,92,14609,1100,8400.0,4200.0,550,1200,88.0,93.0,8.9,23,15893.0,83,14350,0.410043848,87.4,62.78284678,South,Large,Private,High
University of North Carolina at Charlotte,No,5803.0,4441,1730,19.0,62,10099,3255,7248.0,3109.0,600,1900,79.0,91.0,16.8,7,6227.0,62,12857,0.765293814,71.8,41.57811354,Northeast,Large,Public,Medium
University of North Carolina at Greensboro,No,5191.0,4134,1500,15.0,44,7532,1847,8677.0,3505.0,600,1300,75.0,94.0,15.5,17,7392.0,53,14082,0.796378347,70.6,37.73681238,West,Medium,Public,Low
University of North Carolina at Wilmington,No,6071.0,3856,1449,23.0,67,6635,1145,7558.0,3680.0,500,15000,82.0,85.0,19.1,15,6005.0,55,26738,0.635150717,71.4,38.18245663,Northeast,Medium,Private,Low
University of North Dakota,No,2777.0,2249,1652,20.0,54,8334,1435,5634.0,2703.0,450,1200,97.0,97.0,15.9,16,9424.0,49,9987,0.809866763,81.6,37.95746204,West,Large,Private,Low
University of North Florida,No,1800.0,1253,560,44.0,85,3876,3588,6634.0,4360.0,600,2604,82.0,85.0,17.8,14,6104.0,47,14198,0.696111111,75.6,28.66627954,Northeast,Medium,Public,Low
University of North Texas,No,4418.0,2737,2049,23.0,51,14047,5134,4104.0,3579.0,450,1700,86.0,94.0,22.6,6,5657.0,35,9833,0.619511091,76.6,19.12213857,Midwest,Large,Public,Low
University of Northern Colorado,No,5530.0,4007,1697,12.0,37,8463,1498,7731.0,4200.0,540,2286,75.0,75.0,21.5,8,6309.0,40,10557,0.724593128,62.4,29.12148654,Northeast,Large,Religious,Low
University of Northern Iowa,No,4144.0,3379,1853,18.0,52,10135,1448,6197.0,2930.0,595,2380,78.0,82.0,16.3,26,6333.0,77,12102,0.815395753,67.6,56.90479642,West,Large,Public,High
University of Notre Dame,Yes,7700.0,3700,1906,23.0,96,7671,30,9998.0,4400.0,600,1350,96.0,92.0,13.6,46,13936.0,97,6350,0.480519481,79.8,69.56266157,Midwest,Medium,Religious,Elite
University of Oklahoma,No,4743.0,3970,2233,32.0,63,13436,2582,5173.0,3526.0,765,3176,180.0,90.0,11.5,11,10244.0,44,12640,0.837022981,114.4,26.75273135,South,Large,Public,Low
University of Oregon,No,8631.0,6732,2546,25.0,61,11669,1605,10602.0,3660.0,570,1530,79.0,87.0,19.7,13,8020.0,54,16362,0.779979145,71.4,41.18742421,Northeast,Large,Private,Low
University of Pennsylvania,Yes,12394.0,5232,2464,85.0,100,9205,531,17020.0,7270.0,500,1544,75.0,96.0,6.3,38,25765.0,93,26334,0.422139745,85.4,61.38069536,Midwest,Large,Public,Elite
University of Pittsburgh-Main Campus,No,8586.0,6383,2503,25.0,59,13138,4289,10786.0,4560.0,400,900,93.0,93.0,7.8,10,13789.0,66,16646,0.74341952,79.4,43.59230678,West,Large,Public,Medium
University of Portland,Yes,1758.0,1485,419,27.0,58,2041,174,12040.0,4100.0,600,1100,92.0,96.0,13.2,17,9060.0,72,17840,0.844709898,80.6,45.68023238,West,Medium,Religious,Medium
University of Puget Sound,Yes,1549.0,2826,688,51.0,83,2738,138,16230.0,4500.0,630,1800,79.0,86.0,15.0,17,11217.0,63,23160,0.779156328,76.2,50.60579174,Northeast,Medium,Private,Medium
University of Rhode Island,No,9643.0,7751,1968,12.0,40,8894,2456,10330.0,5558.0,500,1250,84.0,89.0,16.6,7,9158.0,63,17638,0.803795499,71.6,47.26710771,Midwest,Large,Religious,Medium
University of Richmond,Yes,5892.0,2718,756,46.0,72,2854,594,14500.0,3285.0,700,1125,75.0,89.0,11.7,32,11984.0,100,19610,0.461303462,74.8,73.02496688,Midwest,Medium,Public,Elite
University of Rochester,Yes,8766.0,5498,1243,56.0,75,5071,438,17840.0,6582.0,500,882,93.0,99.0,5.9,23,26037.0,80,25804,0.627195984,88.0,62.23605711,South,Medium,Religious,High
University of San Diego,Yes,3934.0,2735,886,40.0,70,3698,217,13600.0,4200.0,630,1820,93.0,96.0,15.6,13,10813.0,66,16050,0.695221149,83.6,60.26324624,South,Medium,Religious,Medium
University of San Francisco,Yes,2306.0,1721,538,23.0,48,4309,549,13226.0,4200.0,750,2450,86.0,86.0,13.6,8,10074.0,62,16426,0.746313964,73.4,34.85386948,Northeast,Medium,Private,Medium
University of Sci. and Arts of Oklahoma,No,285.0,280,208,21.0,43,1140,473,9998.0,1920.0,600,1800,67.0,77.0,23.6,3,3864.0,43,4320,0.98245614,61.8,26.4081171,West,Small,Public,Low
University of Scranton,Yes,4471.0,2942,910,29.0,60,3674,493,11584.0,5986.0,650,800,83.0,83.0,14.1,41,9131.0,92,19020,0.65801834,72.2,61.31912458,Northeast,Medium,Private,Elite
University of South Carolina at Aiken,No,848.0,560,377,14.0,24,1855,1412,5800.0,4200.0,500,1500,75.0,62.0,14.8,3,5035.0,48,7800,0.660377358,57.6,29.34590189,Midwest,Small,Private,Low
University of South Carolina at Columbia,No,7693.0,5815,2328,30.0,66,12594,3661,8074.0,3522.0,495,2941,84.0,88.0,16.9,18,8246.0,63,15032,0.755881971,74.8,38.71208376,West,Large,Religious,Medium
University of South Florida,No,7589.0,4676,1876,29.0,63,14770,10962,6760.0,3776.0,500,2180,84.0,89.0,17.0,7,11020.0,47,13216,0.616154961,75.0,31.40173468,South,Large,Public,Low
University of Southern California,Yes,12229.0,8498,2477,23.0,71,13259,1429,17230.0,6482.0,600,2210,90.0,94.0,13.6,10,17007.0,68,26522,0.694905552,78.2,41.51698142,Midwest,Large,Public,Medium
University of Southern Colorado,No,1401.0,1239,605,10.0,34,3716,675,7100.0,4200.0,540,2948,63.0,88.0,19.4,0,5389.0,36,10588,0.884368308,62.4,26.87521184,West,Medium,Public,Low
University of Southern Indiana,No,2379.0,2133,1292,8.0,25,4283,2973,4973.0,3192.0,500,1425,56.0,65.0,22.0,21,4078.0,38,10090,0.896595208,50.0,26.85849161,Midwest,Medium,Private,Low
University of Southern Mississippi,No,2850.0,2044,1046,20.0,50,9260,1387,4652.0,2470.0,500,500,78.0,99.0,18.7,23,5917.0,45,8122,0.717192982,74.8,33.90514332,South,Large,Religious,Low
University of St. Thomas MN,Yes,2057.0,1807,828,26.0,53,4106,982,11712.0,4037.0,500,800,80.0,80.0,13.8,13,8546.0,89,17049,0.878463782,69.2,64.83864226,Northeast,Medium,Public,High
University of St. Thomas TX,Yes,374.0,280,185,45.0,77,995,408,8550.0,4200.0,500,1344,75.0,75.0,12.6,17,7237.0,62,10394,0.748663102,69.0,46.41503427,Northeast,Small,Private,Medium
University of Tennessee at Knoxville,No,7473.0,5372,3013,27.0,53,15749,3237,5764.0,3262.0,750,3300,86.0,92.0,16.5,22,8612.0,53,13076,0.718854543,76.6,35.23295532,Midwest,Large,Religious,Low
University of Texas at Arlington,No,3281.0,2559,1448,19.0,43,10975,8431,4422.0,2780.0,500,2850,73.0,73.0,21.0,4,4696.0,29,10552,0.779945139,62.2,30.90571701,South,Large,Public,Low
University of Texas at Austin,No,14752.0,9572,5329,48.0,85,30017,5189,5130.0,3309.0,650,3140,91.0,99.0,19.7,11,7837.0,65,12229,0.648861171,85.6,46.67215558,West,Large,Public,Medium
University of Texas at San Antonio,No,4217.0,3100,1686,17.0,46,9375,5457,4104.0,5376.0,452,1200,94.0,100.0,25.3,3,4329.0,50,11132,0.735119753,81.0,25.68757624,Midwest,Large,Private,Low
